source,target,value
IVR,Examples_directory_lua_asr_tts,1
IVR,Examples_db_agent_login_lua,1
JavaScript_Example_Intercom.js,Javascript,1
JavaScript_Example_Intercom.js,Session_originate,1
JavaScript_Example_Intercom.js,Mod_conference,1
JavaScript_Example_Intercom.js,Misc._Dialplan_Tools_transfer,1
Examples_testtones_js,Javascript,1
Examples_promptfordigits_js,Javascript,1
Examples_recordgreeting_js,Javascript,1
Examples_JavaScript_Conference_IVR,Examples_confcall_js,1
Examples_JavaScript_Conference_IVR,Javascript,1
Examples_ivrmenu_js,Speech_Phrase_Management,1
Examples_disa.js,Javascript,1
Examples_cidspoof_js,Javascript,1
Conference_Dialer,Javascript,1
Examples_CollectAccountNumber_js,Javascript,1
Examples_dtmfcallback.js,Session_answer,1
Examples_dtmfcallback.js,Session_streamFile,1
Examples_dtmfcallback.js,Session_execute,1
Examples_confcall_js,Javascript,1
Examples_answermachine,Javascript,1
Conference_Control,Examples_JavaScript_Conference_IVR,1
Codec_Negotiation,Proxy_Media,1
Codec_Negotiation,Sofia,1
Codec_Negotiation,Channel_Variables,1
Codec_Negotiation,Codecs,1
Codec_Negotiation,Channel_Variables,1
Codecs,Mod_spandsp,1
Codecs,Mod_siren,1
Codecs,Mod_fsv,1
Codecs,Proxy_media,1
Codecs,Mod_amr,1
Codecs,Mod_speex,1
Codecs,Dingaling.conf.xml,1
Codecs,Mod_com_g729,1
Codecs,Mod_celt,1
Codecs,Codec_Negotiation,1
Proxy_media,Codec_Negotiation,1
Proxy_media,Mod_spandsp,1
Proxy_media,ZRTP,1
Proxy_media,ZRTP,1
Proxy_media,Bypass_Media,1
Proxy_media,Codec_Negotiation,1
Proxy_media,Codecs,1
Proxy_media,Bypass_media,1
Bypass_media,Proxy_Media,1
Conference_set_auto_outcall,Conferencing_and_Intercom,1
Conference_set_auto_outcall,Mod_conference,1
Early_Media,Channel_Variables,1
Early_Media,Misc._Dialplan_Tools_pre_answer,1
Early_Media,Bypass_Media,1
VAD_and_CNG,Sofia_Configuration_Files,1
Javascript_File_renameTo,Javascript,1
Javascript_File_copyTo,Javascript,1
Javascript_File_close,Javascript,1
Javascript_File_remove,Javascript,1
Javascript_File_open,File,1
Polycom_Internal_Ring,Polycom_configuration,1
Mod_spy,Misc._Dialplan_Tools_eavesdrop,1
Mod_ssml,Mod_rayo,1
Misc._Dialplan_Tools_ivr,Channel_Variables,1
Misc._Dialplan_Tools_ivr,Misc._Dialplan_Tools_phrase,1
Misc._Dialplan_Tools_ivr,Mod_http_cache,1
Misc._Dialplan_Tools_ivr,Mod_http_cache,1
Ivrd,PHP_ESL,1
Ivrd,Event_Socket_Outbound,1
Ivrd,Event_Socket_Outbound,1
Ivrd,ESL,1
Mod_soundtouch,Mod_ladspa,1
Mod_snom,Mod_sofia,1
Mod_snmp,FreeSWITCH_OID,1
Mod_snmp,.1.3.6.1.4.1.27880,1
Mod_sms,GetGlobalVariable,1
Mod_sms,Mod_dialplan_xml,1
Polycom_configuration,Polycom_Corporate_Directory,1
Polycom_configuration,Polycom_Reset_Codes,1
Polycom_configuration,Polycom_Presence_Setup,1
Polycom_configuration,Polycom_Internal_Ring,1
Mod_skypopen_Skype_Endpoint_and_Trunk,Event_list,1
Mod_skypopen_Skype_Endpoint_and_Trunk,Sofia-SIP,1
Mod_skypopen_Skype_Endpoint_and_Trunk,Skypopen_Directory,1
Mod_shell_stream,Mod_tts_commandline,1
Mod_shell_stream,Mod_shout,1
Mod_shell_stream,Mod_local_stream,1
Mod_rtmp,RTMP_Configuration_Files,1
Mod_skinny,Mod_skinny/Development,1
Mod_skinny,Mod_skinny/Development,1
Mod_rss,Mod_cepstral,1
Mod_redis,Limit,1
FreeSWITCH_OID,Mod_snmp,1
FreeSWITCH_OID,Mod_skinny,1
FreeSWITCH_OID,Mod_sofia,1
FreeSWITCH_OID,Mod_skinny/skinny.schema,1
Mod_rayo,Event_Socket_Outbound,1
Mod_rayo,Mod_ssml,1
Mod_posix_timer,Sofia,1
Polycom_Corporate_Directory,Polycom_configuration,1
RTMP_Configuration_Files,Sofia,1
Mod_pocketsphinx,Modules.conf.xml,1
Event_list,FreeSwitch_Enpoint_Portaudio,1
Event_list,Channel_States,1
Event_list,Mod_commands,1
Event_list,Mod_spandsp,1
Event_list,PRESENCE_IN_event_example,1
Event_list,Mod_callcenter,1
Event_list,Mod_conference,1
Event_list,Hangup_causes,1
Event_list,Mod_skinny,1
Event_list,Dingaling,1
Event_list,Event_Socket,1
Event_list,Mod_event_multicast,1
Event_list,Mod_sofia,1
Mod_opal,Modules,1
Mod_skinny/skinny.schema,Mod_skinny/Development,1
Mod_skinny/skinny.schema,Mod_skinny,1
Misc._Dialplan_Tools_session_loglevel,Switch.conf.xml,1
Mod_nibblebill,Using_ODBC_in_the_core,1
Mod_nibblebill,Mod_spidermonkey_odbc,1
Mod_skinny/Development,Codec_Negotiation,1
Mod_skinny/Development,Mod_skinny/Development/Initial_Roadmap,1
Mod_skinny/Development,Shared_Line_Appearance,1
Mod_skinny/Development,Bypass_Media,1
Mod_skinny/Development,Mod_skinny/skinny.schema,1
Mod_skinny/Development,Mod_skinny,1
Mod_managed,Mod_event_socket_dotnet,1
Mod_ladspa,Mod_soundtouch,1
Mod_isac,Mod_ilbc,1
Mod_isac,Codecs,1
Mod_isac,Bypass_media,1
Mod_isac,Proxy_media,1
Mod_isac,Mod_speex,1
Mod_lcr,Limit,1
Mod_lcr,Mod_nibblebill,1
Mod_lcr,Mod_cidlookup,1
Mod_lcr,Misc._Dialplan_Tools_redirect,1
Mod_lcr,Using_ODBC_in_the_core,1
PRESENCE_IN_event_example,Event_Socket,1
Channel_States,Channel_Variables,1
Mod_event_multicast,Event_list,1
Mod_event_multicast,Event_Socket,1
Mod_skinny/Development/Initial_Roadmap,Mod_skinny,1
Mod_http_cache,Mod_http_cache,1
Mod_http_cache,Mod_httapi,1
FreeSwitch_Enpoint_Portaudio,Embedding_FreeSWITCH,1
FreeSwitch_Enpoint_Portaudio,Mumble_conference_with_alsa,1
FreeSwitch_Enpoint_Portaudio,Freeswitch_Softphone,1
FreeSwitch_Enpoint_Portaudio,FsAir,1
FreeSwitch_Enpoint_Portaudio,Softphones,1
FreeSwitch_Enpoint_Portaudio,FSComm,1
FreeSwitch_Enpoint_Portaudio,Dialplan_XML,1
FreeSwitch_Enpoint_Portaudio,FSClient,1
Mod_format_cdr,Mod_xml_cdr,1
Mod_format_cdr,Mod_json_cdr,1
Mod_esl,Mod_abstraction,1
Mod_easyroute,Dialplan,1
Mod_easyroute,Event_Socket,1
Mod_easyroute,Using_ODBC_in_the_core,1
Mod_com_g729,Modules,1
Mod_com_g729,Mod_commands,1
Mod_com_g729,Mod_g729,1
Mod_com_g729,Codecs,1
Mod_celt,Codecs,1
Mod_cdr_sqlite,Mod_cdr_csv,1
Mod_cdr_sqlite,Channel_Variables,1
Mod_cdr_mongodb,Mod_cdr_pg_csv,1
Mod_cdr_mongodb,Mod_cdr_sqlite,1
Mod_cidlookup,Mod_memcache,1
Mod_cidlookup,Enum_/_e164_VoIP_CNAM_Dips,1
Mod_blacklist,Mod_blacklist,1
Mod_avmd,Misc._Dialplan_Tools_wait_for_silence,1
Mod_avmd,Mod_vmd,1
Mod_abstraction,Mod_event_socket,1
Freeswitch_Softphone,Mod_portaudio,1
Freeswitch_Softphone,Examples,1
Mumble_conference_with_alsa,Modules.conf.xml,1
Mumble_conference_with_alsa,Mod_portaudio,1
Mumble_conference_with_alsa,Portaudio.conf.xml,1
Mumble_conference_with_alsa,Mod_conference,1
Mumble_conference_with_alsa,Conference.conf.xml,1
Mod_callcenter,Mod_fifo,1
Adopt-a-module,Mod_http_cache,1
Adopt-a-module,Mod_fsv,1
Adopt-a-module,Mod_posix_timer,1
Adopt-a-module,Mod_unimrcp,1
Adopt-a-module,Mod_speex,1
Adopt-a-module,Misc._Dialplan_Tools_ivr,1
Adopt-a-module,Mod_lcr,1
FSComm,Libfreeswitch,1
Freeswitch_In_Screen,Mod_xml_rpc,1
Basic_XML,Documentation/User_Documentation,1
Basic_XML,Documentation,1
Examples_cnam.js,Javascript,1
FreeSwitch_Modules,Mod_distributor,1
FreeSwitch_Modules,Mod_vmd,1
FreeSwitch_Modules,Mod_tts_commandline,1
FreeSwitch_Modules,Mod_cdr,1
FreeSwitch_Modules,Mod_oreka,1
FreeSwitch_Modules,Mod_rtmp,1
FreeSwitch_Modules,Javascript,1
FreeSwitch_Modules,Mod_g729,1
FreeSwitch_Modules,Mod_opal,1
FreeSwitch_Modules,Mod_stress,1
FreeSwitch_Modules,Limit,1
FreeSwitch_Modules,Mod_voicemail_ivr,1
FreeSwitch_Modules,Mod_ssml,1
FreeSwitch_Modules,Dialplan_XML,1
FreeSwitch_Modules,Mod_ruby,1
FreeSwitch_Modules,Mod_osp,1
FreeSwitch_Modules,Mod_fsv,1
FreeSwitch_Modules,Wanpipe,1
FreeSwitch_Modules,Mod_snipe_hunt,1
FreeSwitch_Modules,Mod_cdr_pg_csv,1
FreeSwitch_Modules,Mod_syslog,1
FreeSwitch_Modules,Mod_fsk,1
FreeSwitch_Modules,Mod_xml_odbc,1
FreeSwitch_Modules,Mod_python,1
FreeSwitch_Modules,Mod_siren,1
FreeSwitch_Modules,Mod_ldap,1
FreeSwitch_Modules,Skypopen,1
FreeSwitch_Modules,Mod_spidermonkey_teletone,1
FreeSwitch_Modules,Mod_expr,1
FreeSwitch_Modules,Mod_snom,1
FreeSwitch_Modules,Mod_valet_parking,1
FreeSwitch_Modules,Mod_nibblebill,1
FreeSwitch_Modules,Mod_curl,1
FreeSwitch_Modules,Mod_xml_rpc,1
FreeSwitch_Modules,Mod_console,1
FreeSwitch_Modules,Mod_skel,1
FreeSwitch_Modules,Mod_enum,1
FreeSwitch_Modules,Mod_spidermonkey_odbc,1
FreeSwitch_Modules,Mod_lua,1
FreeSwitch_Modules,Mod_pocketsphinx,1
FreeSwitch_Modules,Mod_codec2,1
FreeSwitch_Modules,Mod_rss,1
FreeSwitch_Modules,Mod_isac,1
FreeSwitch_Modules,Mod_native_file,1
FreeSwitch_Modules,Mod_cdr_mongodb,1
FreeSwitch_Modules,Mod_php,1
FreeSwitch_Modules,Freeswitch_munin_module,1
FreeSwitch_Modules,Mod_commands,1
FreeSwitch_Modules,Mod_event_zmq,1
FreeSwitch_Modules,OpenZAP,1
FreeSwitch_Modules,Mod_event_socket,1
FreeSwitch_Modules,Mod_shout,1
FreeSwitch_Modules,Mod_cdr_sqlite,1
FreeSwitch_Modules,Mod_timerfd,1
FreeSwitch_Modules,Mod_portaudio,1
FreeSwitch_Modules,Mod_dialplan_asterisk,1
FreeSwitch_Modules,Mod_directory,1
FreeSwitch_Modules,Mod_dptools,1
FreeSwitch_Modules,Mod_sangoma_codec,1
FreeSwitch_Modules,Mod_voicemail,1
FreeSwitch_Modules,Languages_for_Call_Control,1
FreeSwitch_Modules,Mod_spidermonkey_core_db,1
FreeSwitch_Modules,XML_User_Directory_Guide,1
FreeSwitch_Modules,Loopback,1
FreeSwitch_Modules,Mod_abstraction,1
FreeSwitch_Modules,Mod_format_cdr,1
FreeSwitch_Modules,Mod_spidermonkey_skel,1
FreeSwitch_Modules,Mod_shell_stream,1
FreeSwitch_Modules,Mod_perl,1
FreeSwitch_Modules,Mod_sonar,1
FreeSwitch_Modules,Mod_callcenter,1
FreeSwitch_Modules,Music_on_Hold,1
FreeSwitch_Modules,Mod_ilbc,1
FreeSwitch_Modules,Mod_event_multicast,1
FreeSwitch_Modules,Mod_db,1
FreeSwitch_Modules,Mod_posix_timer,1
FreeSwitch_Modules,Mod_soundtouch,1
FreeSwitch_Modules,Mod_unimrcp,1
FreeSwitch_Modules,Mod_rad_auth,1
FreeSwitch_Modules,Mod_redis,1
Examples,Playing_recording_external_media,1
Examples,Configuring_SIP,1
Examples,Freeswitch_softphone,1
Examples,Traditional_Gateway_connecting,1
Examples,General_NAT_example_scenarios,1
Examples,Strip_SIP_Headers,1
Examples,Sangoma_A200,1
Examples,Conference_Control,1
Examples,Nat_stun_debug_irc,1
Examples,Routing_with_directory_parameters,1
Examples,Simple_call_center_using_mod_fifo,1
Examples,Callgroup_intercept,1
Examples,Gateway_prefixes,1
Examples,Extension_Status_Example,1
Examples,Quick_and_nasty_autoprovisioning_and_dynamic_directories_and_queues_for_Snom_and_Polycom,1
Examples,Javascript_Examples,1
Examples,Regular_Expression,1
Examples,TeleCaptcha,1
Examples,Natted_Softphone_ATA,1
Examples,Dialplan_Recipes,1
Examples,Tested_Phone_Providers_Listing,1
Examples,Configuring_AudioCodes_MP-114/118,1
Examples,Sipura_STUN,1
FSClient,Embedded_FreeSWITCH,1
FSClient,Installation_for_Windows,1
Connect_Two_FreeSWITCH_Boxes,Examples,1
Connect_Two_FreeSWITCH_Boxes,Acl,1
Connect_Two_FreeSWITCH_Boxes,Dialplan_XML,1
Example_Answering_Machine,Javascript,1
Default.xml,Default_Configuration,1
Answering_Machine_Example,Javascript,1
Xml_curl.conf.xml,Default_Configuration,1
Zeroconf.conf.xml,Default_Configuration,1
Xml_rpc.conf.xml,Default_Configuration,1
Xml_cdr.conf.xml,Default_Configuration,1
Voicemail.conf.xml,Default_Configuration,1
Woomera.conf.xml,OpenZAP,1
Rss.conf.xml,Default_Configuration,1
Documentation/User_Documentation,Command_line,1
Documentation/User_Documentation,Enterprise_deployment,1
Documentation/User_Documentation,Mod_spidermonkey_odbc,1
Documentation/User_Documentation,Dialplan_XML,1
Documentation/User_Documentation,Channel_Variables,1
Documentation/User_Documentation,Examples,1
Documentation/User_Documentation,Prefix_dialing,1
Documentation/User_Documentation,Deployment_Setup,1
Documentation/User_Documentation,Modules,1
Documentation/User_Documentation,Mod_dptools,1
Documentation/User_Documentation,Performance_testing_and_configurations,1
Documentation/User_Documentation,XML_Switch_Configuration,1
Documentation/User_Documentation,Getting_Started_Guide,1
Documentation/User_Documentation,Dialplan,1
Documentation/User_Documentation,FreeSwitch_FAQ,1
Documentation/User_Documentation,Reporting_Bugs,1
Documentation/User_Documentation,SIP_Provider_Examples,1
Documentation/User_Documentation,Languages_for_Call_Control,1
Documentation/User_Documentation,Tested_Phone_Providers_Listing,1
Documentation/User_Documentation,QoS,1
Documentation/User_Documentation,Features,1
Documentation/User_Documentation,Basic_XML,1
Documentation/User_Documentation,XML_Modules_Configuration,1
Documentation/User_Documentation,Installation_Guide,1
Music_on_Hold,Sofia_Configuration_Files,1
Music_on_Hold,Channel_Variables,1
Music_on_Hold,Mod_sofia,1
Embedded_FreeSWITCH,Event_Socket,1
Embedded_FreeSWITCH,Languages_for_Call_Control,1
Embedded_FreeSWITCH,Softphones,1
Embedded_FreeSWITCH,Documentation/Developer_Documentation,1
OpenZap_Dahdi,Tones.conf_Example,1
OpenZap_Dahdi,OpenZAP,1
Configuring_SIP,Mod_xml_curl,1
Configuring_SIP,Sofia_Configuration_Files,1
Configuring_SIP,Freeswitch.xml,1
Configuring_SIP,XML_User_Directory_Guide,1
Regular_Expression,Dialplan_XML,1
Regular_Expression,Mod_commands,1
Fun_Lua_Examples,Lua_Intercom,1
Fun_Lua_Examples,Lua_Welcome_IVR_Example,1
Enterprise_deployment,Enterprise_deployment_UltraMonkey,1
Enterprise_deployment,OpenSIPS_configuration_for_2_or_more_FreeSWITCH_installs,1
Enterprise_deployment,Load_balancing,1
Enterprise_deployment,High_availability,1
Enterprise_deployment,Enterprise_deployment_Xen,1
Enterprise_deployment,Enterprise_deployment_IP_Failover,1
Enterprise_deployment,Enterprise_deployment_DNS_SRV,1
Enterprise_deployment,Enterprise_deployment_with_Corosync,1
Enterprise_deployment,Load_management,1
Enterprise_deployment,Enterprise_deployment_OpenSIPS,1
Performance_testing_and_configurations,Long_term_testing_chevymanjosh,1
Performance_testing_and_configurations,Real-world_results,1
XML_Modules_Configuration,Freeswitch.xml,1
XML_Modules_Configuration,Installation_Guide,1
Command_line,Default_Configuration,1
Dialplan_Recipes,Conferencing_and_Intercom,1
Dialplan_Recipes,Codec_negotiation,1
Dialplan_Recipes,Multi-line_rollover,1
Dialplan_Recipes,Regular_Expression,1
Dialplan_Recipes,Dialplan_FollowMe,1
Dialplan_Recipes,Simple_Day_Nite_Mode,1
Dialplan_Recipes,Misc._Dialplan_Tools_bridge,1
Dialplan_Recipes,Simple_CF_with_IVR,1
Dialplan_Recipes,Example_Offsite_phones,1
Dialplan_Recipes,Multicast_Paging,1
Dialplan_Recipes,Simple_call_center_using_mod_fifo,1
Mod_v8,Javascript_FAQ,1
Mod_v8,Javascript_Examples,1
Mod_v8,Run,1
Mod_v8,Dialplan_XML,1
Mod_v8,Which_scripting_language_should_I_use%3F,1
Mod_v8,Javascript_QuickStart,1
Mod_v8,Javascript_XML,1
Mod_v8,Misc_Javascript_functions,1
Mod_v8,Mod_spidermonkey,1
Mod_v8,Javascript_Event,1
Mod_v8,Session,1
Mod_spidermonkey_teletone,TGML,1
Mod_spidermonkey_teletone,Javascript_Teletone_Generate,1
Mod_spidermonkey_teletone,Javascript_Teletone_OnDTMF,1
Mod_spidermonkey_teletone,Javascript_Teletone_Name,1
Mod_spidermonkey_teletone,Javascript_Teletone_AddTone,1
Mod_spidermonkey_skel,Javascript,1
Mod_spidermonkey_core_db,Javascript_DB_Close,1
Mod_spidermonkey_core_db,Javascript_DB_Prepare,1
Mod_spidermonkey_core_db,Javascript_DB_Fetch,1
Mod_spidermonkey_core_db,Javascript_DB_Path,1
Mod_spidermonkey_core_db,Javascript_DB_Exec,1
Mod_spidermonkey_core_db,Javascript_DB_Next,1
Lua_Examples,Lua_Intercom,1
Lua_Examples,Lua_Welcome_IVR_Example,1
Mod_cdr,Example_XML_cdr,1
Mod_cdr,CDR,1
